Id,Prediction
1,0.6487328855549095
2,0.9656618828455459
3,0.5723697719846922
4,0.7156179088501029
5,0.9642566364624918
6,1.0
7,0.7111702044043237
8,0.6271984871111861
9,0.5417744016791789
10,0.6328263788467672
11,0.567448117459311
12,0.5834911847090332
13,0.8437411391504017
14,0.7612443448226909
15,1.0
16,0.9495401943558655
17,1.0
18,0.44350478244475605
19,0.5562279501657652
20,0.2702831598062163
21,0.5328603745328735
22,0.8042173437688618
23,0.49585170226492353
24,1.0
25,0.8570595974682382
26,0.8677528554810825
27,0.6586163046235917
28,0.8967913455528062
29,1.0
30,1.0
31,0.8300041551324231
32,0.43928619738829283
33,0.8276606348775658
34,0.35166793268791047
35,0.7395870336787507
36,0.46842060123700924
37,0.19536856534518676
38,0.8597784048542254
39,0.663676177507411
40,1.0
41,0.7849780469362473
42,0.7113574467714581
43,0.4309446160906729
44,1.0
45,0.9579285071158792
46,0.528888831811228
47,0.6826549573069638
48,0.8557676564526611
49,0.812663864385614
50,0.8080724600180305
51,1.0
52,0.8018606560981445
53,1.0
54,0.9929789076701843
55,0.5640334987543758
56,0.6565174974396287
57,0.8540052069247548
58,0.6895720071285485
59,0.5081279985484414
60,0.8154518308102146
61,0.6748061611247713
62,0.6901091413169088
63,0.9641152233288858
64,0.4624713518298086
65,0.825075257436076
66,0.5952679474298161
67,1.0
68,0.6772688384387429
69,1.0
70,0.8043874360280154
71,0.6721480786877974
72,0.7296289192303311
73,0.9312526811635178
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,0.10232953378640623
80,0.8567711476256319
81,0.8118143702557508
82,0.9453305100599866
83,0.7807125055000641
84,0.5391411442073549
85,0.45781425882067905
86,0.6780568239480456
87,0.47988075522734136
88,0.5859482322868633
89,1.0
90,0.6335096135838862
91,0.5498854733506324
92,0.46923584635168153
93,0.9437755433484957
94,0.9886097929604934
95,0.9594323592841061
96,0.32972790359570053
97,1.0
98,0.7596400984672586
99,0.565630290492469
100,0.406768564127089
101,0.4106408581534791
102,0.4752698510971479
103,0.6562690581283932
104,0.4895489767992724
105,0.9805810371171574
106,0.9795244643420336
107,0.4329917251360525
108,1.0
109,0.6284508786141211
110,0.40694906187189517
111,0.6606440361896938
112,0.7752704429513253
113,0.21752026146535527
114,1.0
115,1.0
116,0.7251581267129394
117,0.9413573373312515
118,0.537147850638141
119,0.8353284274834397
120,0.5506775833599306
121,0.6344666148306457
122,1.0
123,0.7244271904478656
124,1.0
125,0.2536716392825481
126,0.7661198632475418
127,0.6631440640059518
128,0.412775936452126
129,1.0
130,0.5916140643116521
131,0.5265496061919717
132,0.49803700308888765
133,0.694968220594705
134,0.5753349689412541
135,0.5845704115696846
136,0.1862826174875104
137,0.6985258713490958
138,0.6856325730745063
139,0.5477132465910806
140,0.5212994639413747
141,0.6325448490438533
142,0.7749264887774536
143,0.5618679677634054
144,0.9904962088154236
145,0.8832830899820674
